Sensors in this area:
Sensor1 (lat:44, long:-0.3) ()
Sensor2 (lat:44, long:0.4) ()
Sensor11 (lat:44.4, long:-0.3) ()
Sensor12 (lat:44.4, long:0.4) ()
Sensor66 (lat:46.4, long:3.2) ()
Sensor76 (lat:46.8, long:3.2) ()
Sensor77 (lat:46.8, long:3.9) ()
Sensor86 (lat:47.2, long:3.2) ()
Sensor87 (lat:47.2, long:3.9) ()
Sensor96 (lat:47.6, long:3.2) ()
Sensor97 (lat:47.6, long:3.9) ()
Measures for this area: 
2019-09-16 12:00:00 Sensor11 PM10 52.19
2019-09-17 12:00:00 Sensor11 O3 60.32
2019-09-17 12:00:00 Sensor11 NO2 56.92
2019-09-17 12:00:00 Sensor11 SO2 55.18
2019-09-17 12:00:00 Sensor11 PM10 47.42
2019-09-18 12:00:00 Sensor11 O3 37.11
2019-09-18 12:00:00 Sensor11 NO2 49.62
2019-09-18 12:00:00 Sensor11 SO2 47.91
2019-09-18 12:00:00 Sensor11 PM10 57.7
2019-09-19 12:00:00 Sensor11 O3 45.9
2019-09-19 12:00:00 Sensor11 NO2 41.96
2019-09-19 12:00:00 Sensor11 SO2 51.8
2019-09-19 12:00:00 Sensor11 PM10 46.07
2019-09-20 12:00:00 Sensor11 O3 66.9
2019-09-20 12:00:00 Sensor11 NO2 31.15
2019-09-20 12:00:00 Sensor11 SO2 60.97
2019-09-20 12:00:00 Sensor11 PM10 59.32
2019-09-21 12:00:00 Sensor11 O3 66.25
2019-09-21 12:00:00 Sensor11 NO2 30.08
2019-09-21 12:00:00 Sensor11 SO2 55.77
2019-09-21 12:00:00 Sensor11 PM10 57.68
2019-09-22 12:00:00 Sensor11 O3 48.86
2019-09-22 12:00:00 Sensor11 NO2 61.08
2019-09-22 12:00:00 Sensor11 SO2 66.82
2019-09-22 12:00:00 Sensor11 PM10 43.53
2019-09-23 12:00:00 Sensor11 O3 52.45
2019-09-23 12:00:00 Sensor11 NO2 44.32
2019-09-23 12:00:00 Sensor11 SO2 63.8
2019-09-23 12:00:00 Sensor11 PM10 59.83
2019-09-24 12:00:00 Sensor11 O3 54.37
2019-09-24 12:00:00 Sensor11 NO2 68.96
2019-09-24 12:00:00 Sensor11 SO2 44.23
2019-09-24 12:00:00 Sensor11 PM10 49.42
2019-09-25 12:00:00 Sensor11 O3 60.23
2019-09-25 12:00:00 Sensor11 NO2 28.48
2019-09-25 12:00:00 Sensor11 SO2 37.67
2019-09-25 12:00:00 Sensor11 PM10 60.58
2019-09-26 12:00:00 Sensor11 O3 52.83
2019-09-26 12:00:00 Sensor11 NO2 42.54
2019-09-26 12:00:00 Sensor11 SO2 33.35
2019-09-26 12:00:00 Sensor11 PM10 54.21
2019-09-27 12:00:00 Sensor11 O3 51.61
2019-09-27 12:00:00 Sensor11 NO2 49.58
2019-09-27 12:00:00 Sensor11 SO2 44.85
2019-09-27 12:00:00 Sensor11 PM10 45.03
2019-09-28 12:00:00 Sensor11 O3 53.9
2019-09-28 12:00:00 Sensor11 NO2 39.76
2019-09-28 12:00:00 Sensor11 SO2 41.98
2019-09-28 12:00:00 Sensor11 PM10 47.51
2019-09-29 12:00:00 Sensor11 O3 48.62
2019-09-29 12:00:00 Sensor11 NO2 30.96
2019-09-29 12:00:00 Sensor11 SO2 52.01
2019-09-29 12:00:00 Sensor11 PM10 66.57
2019-09-30 12:00:00 Sensor11 O3 30.54
2019-09-30 12:00:00 Sensor11 NO2 51.76
2019-09-30 12:00:00 Sensor11 SO2 61.63
2019-09-30 12:00:00 Sensor11 PM10 42.45
2019-10-01 12:00:00 Sensor11 O3 40.26
2019-10-01 12:00:00 Sensor11 NO2 75.24
2019-10-01 12:00:00 Sensor11 SO2 33.79
2019-10-01 12:00:00 Sensor11 PM10 70.12
2019-10-02 12:00:00 Sensor11 O3 57.37
2019-10-02 12:00:00 Sensor11 NO2 37.92
2019-10-02 12:00:00 Sensor11 SO2 54.58
2019-10-02 12:00:00 Sensor11 PM10 46.33
2019-10-03 12:00:00 Sensor11 O3 46.67
2019-10-03 12:00:00 Sensor11 NO2 29.81
2019-10-03 12:00:00 Sensor11 SO2 46.08
2019-10-03 12:00:00 Sensor11 PM10 49.97
2019-10-04 12:00:00 Sensor11 O3 37.46
2019-10-04 12:00:00 Sensor11 NO2 50.85
2019-10-04 12:00:00 Sensor11 SO2 70.65
2019-10-04 12:00:00 Sensor11 PM10 60.41
2019-10-05 12:00:00 Sensor11 O3 44.26
2019-10-05 12:00:00 Sensor11 NO2 66.27
2019-10-05 12:00:00 Sensor11 SO2 52.13
2019-10-05 12:00:00 Sensor11 PM10 57.68
2019-10-06 12:00:00 Sensor11 O3 52.72
2019-10-06 12:00:00 Sensor11 NO2 65.61
2019-10-06 12:00:00 Sensor11 SO2 63.12
2019-10-06 12:00:00 Sensor11 PM10 39.75
2019-10-07 12:00:00 Sensor11 O3 45.11
2019-10-07 12:00:00 Sensor11 NO2 63.18
2019-10-07 12:00:00 Sensor11 SO2 30.55
2019-10-07 12:00:00 Sensor11 PM10 39.63
2019-10-08 12:00:00 Sensor11 O3 64.19
2019-10-08 12:00:00 Sensor11 NO2 28.78
2019-10-08 12:00:00 Sensor11 SO2 51.04
2019-10-08 12:00:00 Sensor11 PM10 54.13
2019-10-09 12:00:00 Sensor11 O3 58.89
2019-10-09 12:00:00 Sensor11 NO2 46.11
2019-10-09 12:00:00 Sensor11 SO2 51.75
2019-10-09 12:00:00 Sensor11 PM10 38.7
2019-10-10 12:00:00 Sensor11 O3 41.17
2019-10-10 12:00:00 Sensor11 NO2 38.92
2019-10-10 12:00:00 Sensor11 SO2 47.27
2019-10-10 12:00:00 Sensor11 PM10 53.51
2019-10-11 12:00:00 Sensor11 O3 53.63
2019-10-11 12:00:00 Sensor11 NO2 62.53
2019-10-11 12:00:00 Sensor11 SO2 56.52
2019-10-11 12:00:00 Sensor11 PM10 42.7
2019-10-12 12:00:00 Sensor11 O3 54.18
2019-10-12 12:00:00 Sensor11 NO2 43.46
2019-10-12 12:00:00 Sensor11 SO2 43.9
2019-10-12 12:00:00 Sensor11 PM10 34.62
2019-10-13 12:00:00 Sensor11 O3 51.47
2019-10-13 12:00:00 Sensor11 NO2 52.4
2019-10-13 12:00:00 Sensor11 SO2 48
2019-10-13 12:00:00 Sensor11 PM10 43.25
2019-10-14 12:00:00 Sensor11 O3 47.88
2019-10-14 12:00:00 Sensor11 NO2 42.45
2019-10-14 12:00:00 Sensor11 SO2 58.75
2019-10-14 12:00:00 Sensor11 PM10 58.62
2019-10-15 12:00:00 Sensor11 O3 47.85
2019-10-15 12:00:00 Sensor11 NO2 59.62
2019-10-15 12:00:00 Sensor11 SO2 56.98
2019-10-15 12:00:00 Sensor11 PM10 54.29
2019-10-16 12:00:00 Sensor11 O3 55.07
2019-10-16 12:00:00 Sensor11 NO2 42.74
2019-10-16 12:00:00 Sensor11 SO2 45.27
2019-10-16 12:00:00 Sensor11 PM10 42.55
2019-10-17 12:00:00 Sensor11 O3 46.95
2019-10-17 12:00:00 Sensor11 NO2 45.98
2019-10-17 12:00:00 Sensor11 SO2 35.34
2019-10-17 12:00:00 Sensor11 PM10 23.69
2019-10-18 12:00:00 Sensor11 O3 41.6
2019-10-18 12:00:00 Sensor11 NO2 53.04
2019-10-18 12:00:00 Sensor11 SO2 43.42
2019-10-18 12:00:00 Sensor11 PM10 25.33
2019-10-19 12:00:00 Sensor11 O3 52.32
2019-10-19 12:00:00 Sensor11 NO2 36.41
2019-10-19 12:00:00 Sensor11 SO2 54.6
2019-10-19 12:00:00 Sensor11 PM10 31.31
2019-10-20 12:00:00 Sensor11 O3 48.56
2019-10-20 12:00:00 Sensor11 NO2 56.94
2019-10-20 12:00:00 Sensor11 SO2 47.94
2019-10-20 12:00:00 Sensor11 PM10 54.74
2019-10-21 12:00:00 Sensor11 O3 52.74
2019-10-21 12:00:00 Sensor11 NO2 34.47
2019-10-21 12:00:00 Sensor11 SO2 37.57
2019-10-21 12:00:00 Sensor11 PM10 32.73
2019-10-22 12:00:00 Sensor11 O3 63.13
2019-10-22 12:00:00 Sensor11 NO2 50.62
2019-10-22 12:00:00 Sensor11 SO2 39.36
2019-10-22 12:00:00 Sensor11 PM10 46.16
2019-10-23 12:00:00 Sensor11 O3 45.55
2019-10-23 12:00:00 Sensor11 NO2 54.25
2019-10-23 12:00:00 Sensor11 SO2 58
2019-10-23 12:00:00 Sensor11 PM10 45.54
2019-10-24 12:00:00 Sensor11 O3 63.97
2019-10-24 12:00:00 Sensor11 NO2 57.26
2019-10-24 12:00:00 Sensor11 SO2 35.21
2019-10-24 12:00:00 Sensor11 PM10 61.2
2019-10-25 12:00:00 Sensor11 O3 62.92
2019-10-25 12:00:00 Sensor11 NO2 64.5
2019-10-25 12:00:00 Sensor11 SO2 62.56
2019-10-25 12:00:00 Sensor11 PM10 43.92
2019-10-26 12:00:00 Sensor11 O3 35.67
2019-10-26 12:00:00 Sensor11 NO2 50.25
2019-10-26 12:00:00 Sensor11 SO2 41.73
2019-10-26 12:00:00 Sensor11 PM10 57.68
2019-10-27 12:00:00 Sensor11 O3 42.52
2019-10-27 12:00:00 Sensor11 NO2 48.46
2019-10-27 12:00:00 Sensor11 SO2 52.72
2019-10-27 12:00:00 Sensor11 PM10 50.09
2019-10-28 12:00:00 Sensor11 O3 49.19
2019-10-28 12:00:00 Sensor11 NO2 40.8
2019-10-28 12:00:00 Sensor11 SO2 60.3
2019-10-28 12:00:00 Sensor11 PM10 73.67
2019-10-29 12:00:00 Sensor11 O3 35.8
2019-10-29 12:00:00 Sensor11 NO2 54.74
2019-10-29 12:00:00 Sensor11 SO2 47.43
2019-10-29 12:00:00 Sensor11 PM10 70.93
2019-10-30 12:00:00 Sensor11 O3 48.68
2019-10-30 12:00:00 Sensor11 NO2 68.89
2019-10-30 12:00:00 Sensor11 SO2 54.61
2019-10-30 12:00:00 Sensor11 PM10 32.29
2019-10-31 12:00:00 Sensor11 O3 60.88
2019-10-31 12:00:00 Sensor11 NO2 49.82
2019-10-31 12:00:00 Sensor11 SO2 48.47
2019-10-31 12:00:00 Sensor11 PM10 47.58
2019-11-01 12:00:00 Sensor11 O3 50.4
2019-11-01 12:00:00 Sensor11 NO2 45.96
2019-11-01 12:00:00 Sensor11 SO2 43.06
2019-11-01 12:00:00 Sensor11 PM10 37.39
2019-11-02 12:00:00 Sensor11 O3 57.62
2019-11-02 12:00:00 Sensor11 NO2 72.88
2019-11-02 12:00:00 Sensor11 SO2 34.99
2019-11-02 12:00:00 Sensor11 PM10 50.65
2019-11-03 12:00:00 Sensor11 O3 62.38
2019-11-03 12:00:00 Sensor11 NO2 59.47
2019-11-03 12:00:00 Sensor11 SO2 48.79
2019-11-03 12:00:00 Sensor11 PM10 32.83
2019-11-04 12:00:00 Sensor11 O3 32.14
2019-11-04 12:00:00 Sensor11 NO2 60.52
2019-11-04 12:00:00 Sensor11 SO2 59.18
2019-11-04 12:00:00 Sensor11 PM10 51.31
2019-11-05 12:00:00 Sensor11 O3 54.83
2019-11-05 12:00:00 Sensor11 NO2 33.79
2019-11-05 12:00:00 Sensor11 SO2 42.26
2019-11-05 12:00:00 Sensor11 PM10 33.42
2019-11-06 12:00:00 Sensor11 O3 58.67
2019-11-06 12:00:00 Sensor11 NO2 39.33
2019-11-06 12:00:00 Sensor11 SO2 55.57
2019-11-06 12:00:00 Sensor11 PM10 32.21
2019-11-07 12:00:00 Sensor11 O3 41.22
2019-11-07 12:00:00 Sensor11 NO2 50.92
2019-11-07 12:00:00 Sensor11 SO2 63.72
2019-11-07 12:00:00 Sensor11 PM10 42.56
2019-11-08 12:00:00 Sensor11 O3 53.88
2019-11-08 12:00:00 Sensor11 NO2 43.18
2019-11-08 12:00:00 Sensor11 SO2 52.67
2019-11-08 12:00:00 Sensor11 PM10 72.66
2019-11-09 12:00:00 Sensor11 O3 52.49
2019-11-09 12:00:00 Sensor11 NO2 73.6
2019-11-09 12:00:00 Sensor11 SO2 55.27
2019-11-09 12:00:00 Sensor11 PM10 42.83
2019-11-10 12:00:00 Sensor11 O3 61.63
2019-11-10 12:00:00 Sensor11 NO2 46.3
2019-11-10 12:00:00 Sensor11 SO2 59.19
2019-11-10 12:00:00 Sensor11 PM10 51.1
2019-11-11 12:00:00 Sensor11 O3 44.26
2019-11-11 12:00:00 Sensor11 NO2 54.4
2019-11-11 12:00:00 Sensor11 SO2 52.64
2019-11-11 12:00:00 Sensor11 PM10 32.23
2019-11-12 12:00:00 Sensor11 O3 55.34
2019-11-12 12:00:00 Sensor11 NO2 44.91
2019-11-12 12:00:00 Sensor11 SO2 50.27
2019-11-12 12:00:00 Sensor11 PM10 51.04
2019-11-13 12:00:00 Sensor11 O3 57.27
2019-11-13 12:00:00 Sensor11 NO2 35.29
2019-11-13 12:00:00 Sensor11 SO2 62.01
2019-11-13 12:00:00 Sensor11 PM10 42
2019-11-14 12:00:00 Sensor11 O3 38.48
2019-11-14 12:00:00 Sensor11 NO2 76.1
2019-11-14 12:00:00 Sensor11 SO2 29.82
2019-11-14 12:00:00 Sensor11 PM10 76.21
2019-11-15 12:00:00 Sensor11 O3 61.82
2019-11-15 12:00:00 Sensor11 NO2 48.89
2019-11-15 12:00:00 Sensor11 SO2 42.41
2019-11-15 12:00:00 Sensor11 PM10 38.82
2019-11-16 12:00:00 Sensor11 O3 24.8
2019-11-16 12:00:00 Sensor11 NO2 59.77
2019-11-16 12:00:00 Sensor11 SO2 65.58
2019-11-16 12:00:00 Sensor11 PM10 46.48
2019-11-17 12:00:00 Sensor11 O3 69.75
2019-11-17 12:00:00 Sensor11 NO2 41.02
2019-11-17 12:00:00 Sensor11 SO2 55.78
2019-11-17 12:00:00 Sensor11 PM10 42.77
2019-11-18 12:00:00 Sensor11 O3 48.3
2019-11-18 12:00:00 Sensor11 NO2 54.26
2019-11-18 12:00:00 Sensor11 SO2 44.05
2019-11-18 12:00:00 Sensor11 PM10 61.61
2019-11-19 12:00:00 Sensor11 O3 53.1
2019-11-19 12:00:00 Sensor11 NO2 65.13
2019-11-19 12:00:00 Sensor11 SO2 46.57
2019-11-19 12:00:00 Sensor11 PM10 43.2
2019-11-20 12:00:00 Sensor11 O3 44.32
2019-11-20 12:00:00 Sensor11 NO2 42.45
2019-11-20 12:00:00 Sensor11 SO2 71.2
2019-11-20 12:00:00 Sensor11 PM10 58.26
2019-11-21 12:00:00 Sensor11 O3 68.23
2019-11-21 12:00:00 Sensor11 NO2 50.36
2019-11-21 12:00:00 Sensor11 SO2 56.13
2019-11-21 12:00:00 Sensor11 PM10 56.26
2019-11-22 12:00:00 Sensor11 O3 51.64
2019-11-22 12:00:00 Sensor11 NO2 49.4
2019-11-22 12:00:00 Sensor11 SO2 57.65
2019-11-22 12:00:00 Sensor11 PM10 36.59
2019-11-23 12:00:00 Sensor11 O3 60.97
2019-11-23 12:00:00 Sensor11 NO2 39.42
2019-11-23 12:00:00 Sensor11 SO2 63.67
2019-11-23 12:00:00 Sensor11 PM10 61.46
2019-11-24 12:00:00 Sensor11 O3 47.62
2019-11-24 12:00:00 Sensor11 NO2 36.02
2019-11-24 12:00:00 Sensor11 SO2 56.59
2019-11-24 12:00:00 Sensor11 PM10 44.35
2019-11-25 12:00:00 Sensor11 O3 64.65
2019-11-25 12:00:00 Sensor11 NO2 51.7
2019-11-25 12:00:00 Sensor11 SO2 48.94
2019-11-25 12:00:00 Sensor11 PM10 42.19
2019-11-26 12:00:00 Sensor11 O3 45.08
2019-11-26 12:00:00 Sensor11 NO2 47.09
2019-11-26 12:00:00 Sensor11 SO2 43.03
2019-11-26 12:00:00 Sensor11 PM10 36.32
2019-11-27 12:00:00 Sensor11 O3 34.47
2019-11-27 12:00:00 Sensor11 NO2 49.59
2019-11-27 12:00:00 Sensor11 SO2 45.55
2019-11-27 12:00:00 Sensor11 PM10 55.56
2019-11-28 12:00:00 Sensor11 O3 42.54
2019-11-28 12:00:00 Sensor11 NO2 65.68
2019-11-28 12:00:00 Sensor11 SO2 57.72
2019-11-28 12:00:00 Sensor11 PM10 37.83
2019-11-29 12:00:00 Sensor11 O3 29.37
2019-11-29 12:00:00 Sensor11 NO2 57.18
2019-11-29 12:00:00 Sensor11 SO2 33.3
2019-11-29 12:00:00 Sensor11 PM10 40.98
2019-11-30 12:00:00 Sensor11 O3 61.15
2019-11-30 12:00:00 Sensor11 NO2 51.34
2019-11-30 12:00:00 Sensor11 SO2 49.45
2019-11-30 12:00:00 Sensor11 PM10 67.7
2019-12-01 12:00:00 Sensor11 O3 43.4
2019-12-01 12:00:00 Sensor11 NO2 65.79
2019-12-01 12:00:00 Sensor11 SO2 57.17
2019-12-01 12:00:00 Sensor11 PM10 69.22
2019-12-02 12:00:00 Sensor11 O3 49.78
2019-12-02 12:00:00 Sensor11 NO2 49.97
2019-12-02 12:00:00 Sensor11 SO2 52.01
2019-12-02 12:00:00 Sensor11 PM10 50.19
2019-12-03 12:00:00 Sensor11 O3 49.93
2019-12-03 12:00:00 Sensor11 NO2 42.19
2019-12-03 12:00:00 Sensor11 SO2 54.88
2019-12-03 12:00:00 Sensor11 PM10 38.67
2019-12-04 12:00:00 Sensor11 O3 38.14
2019-12-04 12:00:00 Sensor11 NO2 60.6
2019-12-04 12:00:00 Sensor11 SO2 48.5
2019-12-04 12:00:00 Sensor11 PM10 50.5
2019-12-05 12:00:00 Sensor11 O3 52.05
2019-12-05 12:00:00 Sensor11 NO2 35.35
2019-12-05 12:00:00 Sensor11 SO2 50.9
2019-12-05 12:00:00 Sensor11 PM10 54.58
2019-12-06 12:00:00 Sensor11 O3 46.48
2019-12-06 12:00:00 Sensor11 NO2 44.86
2019-12-06 12:00:00 Sensor11 SO2 45.06
2019-12-06 12:00:00 Sensor11 PM10 61.41
2019-12-07 12:00:00 Sensor11 O3 42.83
2019-12-07 12:00:00 Sensor11 NO2 40.39
2019-12-07 12:00:00 Sensor11 SO2 29.43
2019-12-07 12:00:00 Sensor11 PM10 40.14
2019-12-08 12:00:00 Sensor11 O3 38.03
2019-12-08 12:00:00 Sensor11 NO2 49.17
2019-12-08 12:00:00 Sensor11 SO2 35.59
2019-12-08 12:00:00 Sensor11 PM10 58.12
2019-12-09 12:00:00 Sensor11 O3 52.5
2019-12-09 12:00:00 Sensor11 NO2 55.08
2019-12-09 12:00:00 Sensor11 SO2 43.95
2019-12-09 12:00:00 Sensor11 PM10 64.22
2019-12-10 12:00:00 Sensor11 O3 54.1
2019-12-10 12:00:00 Sensor11 NO2 31.77
2019-12-10 12:00:00 Sensor11 SO2 51.14
2019-12-10 12:00:00 Sensor11 PM10 50.93
2019-12-11 12:00:00 Sensor11 O3 56.24
2019-12-11 12:00:00 Sensor11 NO2 60.48
2019-12-11 12:00:00 Sensor11 SO2 50.97
2019-12-11 12:00:00 Sensor11 PM10 50.19
2019-12-12 12:00:00 Sensor11 O3 58.49
2019-12-12 12:00:00 Sensor11 NO2 45.22
2019-12-12 12:00:00 Sensor11 SO2 59.16
2019-12-12 12:00:00 Sensor11 PM10 43.05
2019-12-13 12:00:00 Sensor11 O3 64.17
2019-12-13 12:00:00 Sensor11 NO2 42.14
2019-12-13 12:00:00 Sensor11 SO2 59.09
2019-12-13 12:00:00 Sensor11 PM10 66.95
2019-12-14 12:00:00 Sensor11 O3 50.84
2019-12-14 12:00:00 Sensor11 NO2 27.26
2019-12-14 12:00:00 Sensor11 SO2 53.92
2019-12-14 12:00:00 Sensor11 PM10 41.44
2019-12-15 12:00:00 Sensor11 O3 34.63
2019-12-15 12:00:00 Sensor11 NO2 47.34
2019-12-15 12:00:00 Sensor11 SO2 72.63
2019-12-15 12:00:00 Sensor11 PM10 45.39
2019-12-16 12:00:00 Sensor11 O3 61.1
2019-12-16 12:00:00 Sensor11 NO2 53.51
2019-12-16 12:00:00 Sensor11 SO2 52.36
2019-12-16 12:00:00 Sensor11 PM10 44.26
2019-12-17 12:00:00 Sensor11 O3 53.76
2019-12-17 12:00:00 Sensor11 NO2 43.26
2019-12-17 12:00:00 Sensor11 SO2 37.82
2019-12-17 12:00:00 Sensor11 PM10 56.93
2019-12-18 12:00:00 Sensor11 O3 31.58
2019-12-18 12:00:00 Sensor11 NO2 40.94
2019-12-18 12:00:00 Sensor11 SO2 34.35
2019-12-18 12:00:00 Sensor11 PM10 41.26
2019-12-19 12:00:00 Sensor11 O3 53.4
2019-12-19 12:00:00 Sensor11 NO2 57.31
2019-12-19 12:00:00 Sensor11 SO2 41
2019-12-19 12:00:00 Sensor11 PM10 57.44
2019-12-20 12:00:00 Sensor11 O3 41.34
2019-12-20 12:00:00 Sensor11 NO2 49.1
2019-12-20 12:00:00 Sensor11 SO2 72.53
2019-12-20 12:00:00 Sensor11 PM10 56.31
2019-12-21 12:00:00 Sensor11 O3 58.18
2019-12-21 12:00:00 Sensor11 NO2 50.03
2019-12-21 12:00:00 Sensor11 SO2 57.84
2019-12-21 12:00:00 Sensor11 PM10 47.31
2019-12-22 12:00:00 Sensor11 O3 33.2
2019-12-22 12:00:00 Sensor11 NO2 43.93
2019-12-22 12:00:00 Sensor11 SO2 31.2
2019-12-22 12:00:00 Sensor11 PM10 53.98
2019-12-23 12:00:00 Sensor11 O3 45.64
2019-12-23 12:00:00 Sensor11 NO2 46.39
2019-12-23 12:00:00 Sensor11 SO2 36.26
2019-12-23 12:00:00 Sensor11 PM10 41.51
2019-12-24 12:00:00 Sensor11 O3 52.75
2019-12-24 12:00:00 Sensor11 NO2 41.72
2019-12-24 12:00:00 Sensor11 SO2 55.14
2019-12-24 12:00:00 Sensor11 PM10 53.8
2019-12-25 12:00:00 Sensor11 O3 42
2019-12-25 12:00:00 Sensor11 NO2 43.18
2019-12-25 12:00:00 Sensor11 SO2 48.37
2019-12-25 12:00:00 Sensor11 PM10 51.21
2019-12-26 12:00:00 Sensor11 O3 46.94
2019-12-26 12:00:00 Sensor11 NO2 35.71
2019-12-26 12:00:00 Sensor11 SO2 45.82
2019-12-26 12:00:00 Sensor11 PM10 40.28
2019-12-27 12:00:00 Sensor11 O3 54.54
2019-12-27 12:00:00 Sensor11 NO2 72.01
2019-12-27 12:00:00 Sensor11 SO2 39.49
2019-12-27 12:00:00 Sensor11 PM10 57.31
2019-12-28 12:00:00 Sensor11 O3 38.75
2019-12-28 12:00:00 Sensor11 NO2 50.28
2019-12-28 12:00:00 Sensor11 SO2 64.59
2019-12-28 12:00:00 Sensor11 PM10 54.9
2019-12-29 12:00:00 Sensor11 O3 58.16
2019-12-29 12:00:00 Sensor11 NO2 50.79
2019-12-29 12:00:00 Sensor11 SO2 40.62
2019-12-29 12:00:00 Sensor11 PM10 47.39
2019-12-30 12:00:00 Sensor11 O3 43.42
2019-12-30 12:00:00 Sensor11 NO2 31.15
2019-12-30 12:00:00 Sensor11 SO2 49.23
2019-12-30 12:00:00 Sensor11 PM10 54.37
2019-12-31 12:00:00 Sensor11 O3 39.65
2019-12-31 12:00:00 Sensor11 NO2 63.62
2019-12-31 12:00:00 Sensor11 SO2 50.12
2019-12-31 12:00:00 Sensor11 PM10 38.13
2019-01-01 12:00:00 Sensor12 O3 58.25
2019-01-01 12:00:00 Sensor12 NO2 45.86
2019-01-01 12:00:00 Sensor12 SO2 39.25
2019-01-01 12:00:00 Sensor12 PM10 57.79
2019-01-02 12:00:00 Sensor12 O3 41.94
2019-01-02 12:00:00 Sensor12 NO2 41.63
2019-01-02 12:00:00 Sensor12 SO2 37.5
2019-01-02 12:00:00 Sensor12 PM10 54.92
2019-01-03 12:00:00 Sensor12 O3 47.99
2019-01-03 12:00:00 Sensor12 NO2 65.74
2019-01-03 12:00:00 Sensor12 SO2 41.77
2019-01-03 12:00:00 Sensor12 PM10 72.26
2019-01-04 12:00:00 Sensor12 O3 58.98
2019-01-04 12:00:00 Sensor12 NO2 56.81
2019-01-04 12:00:00 Sensor12 SO2 57.47
2019-01-04 12:00:00 Sensor12 PM10 43.64
2019-01-05 12:00:00 Sensor12 O3 66.64
2019-01-05 12:00:00 Sensor12 NO2 56.13
2019-01-05 12:00:00 Sensor12 SO2 43.54
2019-01-05 12:00:00 Sensor12 PM10 52.6
2019-01-06 12:00:00 Sensor12 O3 50.51
2019-01-06 12:00:00 Sensor12 NO2 48.74
2019-01-06 12:00:00 Sensor12 SO2 56.85
2019-01-06 12:00:00 Sensor12 PM10 58.44
2019-01-07 12:00:00 Sensor12 O3 53.1
2019-01-07 12:00:00 Sensor12 NO2 46.11
2019-01-07 12:00:00 Sensor12 SO2 56.84
2019-01-07 12:00:00 Sensor12 PM10 43.35
2019-01-08 12:00:00 Sensor12 O3 48.56
2019-01-08 12:00:00 Sensor12 NO2 38.92
2019-01-08 12:00:00 Sensor12 SO2 46.6
2019-01-08 12:00:00 Sensor12 PM10 42.7
2019-01-09 12:00:00 Sensor12 O3 56.85
2019-01-09 12:00:00 Sensor12 NO2 48.16
2019-01-09 12:00:00 Sensor12 SO2 71.99
2019-01-09 12:00:00 Sensor12 PM10 46.6
2019-01-10 12:00:00 Sensor12 O3 57.36
2019-01-10 12:00:00 Sensor12 NO2 66.42
2019-01-10 12:00:00 Sensor12 SO2 38.98
2019-01-10 12:00:00 Sensor12 PM10 52.7
2019-01-11 12:00:00 Sensor12 O3 50.15
2019-01-11 12:00:00 Sensor12 NO2 28.28
2019-01-11 12:00:00 Sensor12 SO2 46.42
2019-01-11 12:00:00 Sensor12 PM10 25.84
2019-01-12 12:00:00 Sensor12 O3 56.48
2019-01-12 12:00:00 Sensor12 NO2 70.15
2019-01-12 12:00:00 Sensor12 SO2 53.51
2019-01-12 12:00:00 Sensor12 PM10 45.97
2019-01-13 12:00:00 Sensor12 O3 66.69
2019-01-13 12:00:00 Sensor12 NO2 43.79
2019-01-13 12:00:00 Sensor12 SO2 35.31
2019-01-13 12:00:00 Sensor12 PM10 75.09
2019-01-14 12:00:00 Sensor12 O3 68.8
2019-01-14 12:00:00 Sensor12 NO2 32.5
2019-01-14 12:00:00 Sensor12 SO2 60.33
2019-01-14 12:00:00 Sensor12 PM10 45.8
2019-01-15 12:00:00 Sensor12 O3 61.69
2019-01-15 12:00:00 Sensor12 NO2 47.43
2019-01-15 12:00:00 Sensor12 SO2 62.26
2019-01-15 12:00:00 Sensor12 PM10 55.85
2019-01-16 12:00:00 Sensor12 O3 44.3
2019-01-16 12:00:00 Sensor12 NO2 53.75
2019-01-16 12:00:00 Sensor12 SO2 52.8
2019-01-16 12:00:00 Sensor12 PM10 61.92
2019-01-17 12:00:00 Sensor12 O3 47.87
2019-01-17 12:00:00 Sensor12 NO2 55.68
2019-01-17 12:00:00 Sensor12 SO2 46.44
2019-01-17 12:00:00 Sensor12 PM10 59.34
2019-01-18 12:00:00 Sensor12 O3 49.54
2019-01-18 12:00:00 Sensor12 NO2 31.1
2019-01-18 12:00:00 Sensor12 SO2 36.31
2019-01-18 12:00:00 Sensor12 PM10 60.57
2019-01-19 12:00:00 Sensor12 O3 62.9
2019-01-19 12:00:00 Sensor12 NO2 51.33
2019-01-19 12:00:00 Sensor12 SO2 43.16
2019-01-19 12:00:00 Sensor12 PM10 54.93
2019-01-20 12:00:00 Sensor12 O3 48.71
2019-01-20 12:00:00 Sensor12 NO2 54.6
2019-01-20 12:00:00 Sensor12 SO2 40.91
2019-01-20 12:00:00 Sensor12 PM10 59.08
2019-01-21 12:00:00 Sensor12 O3 53.61
2019-01-21 12:00:00 Sensor12 NO2 58.35
2019-01-21 12:00:00 Sensor12 SO2 48.72
2019-01-21 12:00:00 Sensor12 PM10 35.83
2019-01-22 12:00:00 Sensor12 O3 51.17
2019-01-22 12:00:00 Sensor12 NO2 70.99
2019-01-22 12:00:00 Sensor12 SO2 56.14
2019-01-22 12:00:00 Sensor12 PM10 53.52
